,id,tags,title
1814,380,selfish yuppie charlie babbitt's father left a fortune to his savant brother raymond and a pittance to charlie; they travel cross-country. individual mentallydisabled autism lossoffather yuppie cardealer egocentrism travel convertible psychiatrist duringcreditsstinger savant drama dustinhoffman tomcruise valeriagolino barrylevinson,Rain Man
1815,13223,"walt kowalski is a widower who holds onto his prejudices despite the changes in his michigan neighborhood and the world around him. kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. he is a korean war veteran whose prize possession is a 1972 gran torino he keeps in mint condition. when his neighbor thao, a young hmong teenager under pressure from his gang member cousin, tries to steal his gran torino, kowalski sets out to reform the youth. drawn against his will into the life of thao's family, kowalski is soon taking steps to protect them from the gangs that infest their neighborhood. rape warveteran immigration priest gang oldman teenager gangster detroit widower car hmong drama clinteastwood christophercarley beevang clinteastwood",Gran Torino
1816,10523,"whether you love him or hate him, there is no question that george w. bush is one of the most controversial public figures in recent memory. w takes viewers through bush’s eventful life -- his struggles and triumphs, how he found both his wife and his faith, and of course the critical days leading up to bush’s decision to invade iraq. usa whitehouse usapresident georgew.bush president iraqwar drama history joshbrolin elizabethbanks ellenburstyn oliverstone",W.
1817,8681,"while vacationing with a friend in paris, an american girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. working against the clock, her ex-spy father must pull out all the stops to save her. but with his best years possibly behind him, the job may be more than he can handle. paris kidnapping humantrafficking rescue prostitution albanian missingdaughter exciaagent action thriller liamneeson famkejanssen maggiegrace pierremorel",Taken
1818,239571,a pair of former high school sweethearts reunite after many years when they return to visit their small hometown. highschoolsweetheart drama romance michellemonaghan jamesmarsden lianaliberato michaelhoffman,The Best of Me
1819,619,"a former secret service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. at first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. but before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance. sistersisterrelationship anonymousletter diva bodyguard oscaraward losangeles thriller action drama music romance whitneyhouston kevincostner michelelamarrichards mickjackson",The Bodyguard
1820,424,the true story of how businessman oskar schindler saved over a thousand jewish lives from the nazis while they worked as slaves in his factory during world war ii. factory concentrationcamp hero holocaust worldwarii nazis defenseindustry biography theholocaust drama history war liamneeson benkingsley ralphfiennes stevenspielberg,Schindler's List
1821,50014,"aibileen clark is a middle-aged african-american maid who has spent her life raising white children and has recently lost her only son; minny jackson is an african-american maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and eugenia ""skeeter"" phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. these three stories intertwine to explain how life in jackson, mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines. mississippi basedonnovel exploitation racialsegregation racism writer maid moralcourage ressentiment southernbelle racialissues 1960s newspapercolumnist drama emmastone violadavis octaviaspencer tatetaylor",The Help
1822,162903,"a look at the relationship between wikileaks founder julian assange and his early supporter and eventual colleague daniel domscheit-berg, and how the website's growth and influence led to an irreparable rift between the two friends. journalist biography internet informationleak activist drama thriller benedictcumberbatch danielbrühl anthonymackie billcondon",The Fifth Estate
1823,11024,"when mystery, inc. are guests of honor at the grand opening of the coolsville museum of criminology, a masked villain shows up and creates havoc before stealing the costumes of the gang's most notorious villains...could it be that their nemesis, mad scientist jonathan jacobo has returned and is trying to recreate their deadliest foes? detective monster engine basedontvseries dog mystery fantasy adventure comedy freddieprinzejr. sarahmichellegellar matthewlillard rajagosnell",Scooby-Doo 2: Monsters Unleashed
1824,208763,"early 18th century. cartographer jonathan green undertakes a scientific voyage from europe to the east. having passed through transylvania and crossed the carpathian mountains, he finds himself in a small village lost in impassible woods. nothing but chance and heavy fog could bring him to this cursed place. people who live here do not resemble any other people which the traveler saw before that. the villagers, having dug a deep moat to fend themselves from the rest of the world, share a naive belief that they could save themselves from evil, failing to understand that evil has made its nest in their souls and is waiting for an opportunity to gush out upon the world. monster mystic church demon witchcraft science darkfantasy 3d thriller adventure mystery fantasy jasonflemyng alekseychadov agniyaditkovskite olegstepchenko",Forbidden Kingdom
1825,6466,"evil dream-demon freddy krueger devises a plan to manipulate the unstoppable jason vorhees into hacking up the teenagers of elm street in an effort to make people remember the name freddy krueger, thus freeing him from limbo. murder marijuana teenager baddream horror robertenglund kenkirzinger jasonritter ronnyyu",Freddy vs. Jason
1826,254024,both a journalist and a documentary filmmaker chase the story of a murder and its prime suspect. murderinvestigation thriller drama katebeckinsale caradelevingne danielbrühl michaelwinterbottom,The Face of an Angel
1827,12589,"jimmy neutron is a boy genius and way ahead of his friends, but when it comes to being cool, he's a little behind. all until one day when his parents, and parents all over earth are kidnapped by aliens, it's up to him to lead all the children of the world to rescue their parents. showdown gi villain genius alien rescue miniaturization robot battle lasergun spear boygenius action adventure animation comedy family fantasy sciencefiction debiderryberry megancavanagh markdecarlo johna.davis",Jimmy Neutron: Boy Genius
1828,7191,"five young new yorkers throw their friend a going-away party the night that a monster the size of a skyscraper descends upon the city. told from the point of view of their video camera, the film is a document of their attempt to survive the most surreal, horrifying event of their lives. helicopter monster skyscraper fight camcorder panic chaos supernatural quarantine friends alien rescue survival disaster escape giantmonster kaiju military foundfootage aftercreditsstinger action thriller sciencefiction lizzycaplan jessicalucas odetteannable mattreeves",Cloverfield
1829,1497,"the turtles and the shredder battle once again, this time for the last cannister of the ooze that created the turtles, which shredder wants to create an army of new mutants. crimefighter fight mutant turtle ninja reporter newyorkcity sciencefiction adventure action comedy family paigeturco davidwarner michelansisti michaelpressman",Teenage Mutant Ninja Turtles II: The Secret of the Ooze
1830,117,"young treasury agent elliot ness arrives in chicago and is determined to take down al capone, but it's not going to be easy because capone has the police in his pocket. ness meets jimmy malone, a veteran patrolman and probably the most honorable one on the force. he asks malone to help him get capone, but malone warns him that if he goes after capone, he is going to war. whitesuit alcapone toughcop treasuryagent untouchable taxevasion jurytampering ruleoflaw rooftopchase cuttingfacewhileshaving 1930s crime drama history thriller kevincostner seanconnery charlesmartinsmith briandepalma",The Untouchables
1831,6977,"llewelyn moss stumbles upon dead bodies, $2 million and a hoard of heroin in a texas desert, but methodical killer anton chigurh comes looking for it, with local sheriff ed tom bell hot on his trail. the roles of prey and predator blur as the violent pursuit of money and justice collide. texas drugtraffic hitman unitedstates–mexicobarrier suspense crime drama thriller tommyleejones javierbardem joshbrolin joelcoen",No Country for Old Men
1832,168530,"for the past two years, high-school security guard ben has been trying to show decorated apd detective james that he's more than just a video-game junkie who's unworthy of james' sister, angela. when ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry angela. knowing that a ride along will demonstrate if ben has what it takes to take care of his sister, james invites him on a shift designed to scare the hell out of the trainee. but when the wild night leads them to the most notorious criminal in the city, james will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it. policeoperation policeofficer brother-in-lawbrother-in-lawrelationship duringcreditsstinger blackmen action comedy icecube kevinhart johnleguizamo timstory",Ride Along
1833,634,"a chaotic bridget jones meets a snobbish lawyer, and he soon enters her world of imperfections. holiday londonengland england alcohol sex lovesickness telecaster birthday christmasparty newsbroadcast sexualfrustration diary cigarette daughter motherdaughterrelationship lawyer reporter extramaritalaffair duringcreditsstinger womandirector christmas comedy romance drama renéezellweger colinfirth hughgrant sharonmaguire",Bridget Jones's Diary
1834,392,"a fable of emotional liberation and chocolate. a mother and daughter move to a small french town where they open a chocolate shop. the town, religious and morally strict, is against them as they represent free-thinking and indulgence. when a group of boat gypsies float down the river the prejudices of the mayor leads to a crisis. chocolate mayor praline single motherdaughterrelationship comedy drama romance juliettebinoche alfredmolina johnnydepp lassehallström",Chocolat
1835,10327,"after elle woods, the eternally perky, fashionably adventurous, famously blonde harvard law grad gets fired by her law firm because of her opposition to animal testing, she takes her fight to washington. as an aide for congresswoman victoria rudd, she pushes for a bill to ban testing once and for all, but it's her building's doorman who advises her on how to get her way on the hill. washingtond.c. boston chambersofabarrister tierversuch lawyer comedy reesewitherspoon sallyfield reginaking charlesherman-wurmfeld","Legally Blonde 2: Red, White & Blonde"
1836,88042,artie and diane agree to look after their three grandkids when their type-a helicopter parents need to leave town for work. problems arise when the kids' 21st-century behavior collides with artie and diane's old-school methods. comedy billycrystal bettemidler marisatomei andyfickman,Parental Guidance
1837,41630,"emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend adam a relationship with one rule: no strings attached. but when a fling becomes a thing, can sex friends stay best friends? fathersonrelationship casualmeeting studentofmedicine friends valentine malefemalerelationship openrelationship sexualhumor bestfriend casualsex bestfriendsinlove duringcreditsstinger fling fathersonconflict friendswithbenefit comedy romance natalieportman ashtonkutcher kevinkline ivanreitman",No Strings Attached
1838,11969,"legendary marshal wyatt earp, now a weary gunfighter, joins his brothers morgan and virgil to pursue their collective fortune in the thriving mining town of tombstone. but earp is forced to don a badge again and get help from his notorious pal doc holliday when a gang of renegade brigands and rustlers begins terrorizing the town. retirement wyattearp rightandjustice historicalfigure action adventure drama history western kurtrussell valkilmer samelliott georgep.cosmatos",Tombstone
1839,2085,"two warring gang families (one african-american, the other chinese) maneuver for bragging rights to the oakland, california, docks. hang sing and trish o'day uncover a trail of deceit that leaves most of the warring factions dead … or worse! martialarts hip-hop oakland asian asianman asianlead action crime thriller jetli aaliyah isaiahwashington andrzejbartkowiak",Romeo Must Die
1840,794,"immediately after their miscarriage, the us diplomat robert thorn adopts the newborn damien without the knowledge of his wife. yet what he doesn’t know is that their new son is the son of the devil. a classic horror film with gregory peck from 1976. monk prophecy ambassador nanny rottweiler devil'sson revelation aggressionbyanimal photography paranormalphenomena cowardliness archaeologist horror thriller gregorypeck leeremick davidwarner richarddonner",The Omen
1841,9286,"a student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate. beheading dyinganddeath strokeoffate horror mystery maryelizabethwinstead ryanmerriman krislemche jameswong",Final Destination 3
1842,77877,"u.s. marine sergeant logan thibault returns from his third tour of duty in iraq, with the one thing he credits with keeping him alive-a photograph he found of a woman he doesn't even know. learning her name is beth and where she lives, he shows up at her door, and ends up taking a job at her family-run local kennel. despite her initial mistrust and the complications in her life, a romance develops between them, giving logan hope that beth could be much more than his good luck charm. basedonnovel wifehusbandrelationship photo kennel playingchess bombexplosion iraqveteran drama romance zacefron blythedanner taylorschilling scotthicks",The Lucky One
1843,1265,"jesse aarons trained all summer to become the fastest runner in school, so he's very upset when newcomer leslie burke outruns him and everyone else. despite this and other differences, including that she's rich, he's poor, and she's a city girl, he's a country boy, the two become fast friends. together, they create terabithia, a land of monsters, trolls, ogres, and giants and rule as king and queen. brothersisterrelationship friendship bullying neighbor school drawing basedonchildren'sbook schoolbus imagination creek clubhouse realityvsfantasy outsider fantasyworld overflowingwithimagination adventure drama family joshhutcherson annasophiarobb robertpatrick gáborcsupó",Bridge to Terabithia
1844,866,finding neverland is an amusing drama about how the story of peter pan and neverland came to be. during a writing slump play writer j.m. barrie meets the widowed sylvia and her three children who soon become an important part of barrie’s life and the inspiration that lead him to create his masterpiece “peter pan.” londonengland scotland parentskidsrelationship becominganadult fantasy motherrole childhoodmemory success widow theatreplay strokeoffate costume peterpan theatregroup adventure lossofhusband marriagecrisis theatremilieu friendship faith single motherdaughterrelationship author pirate illness spectacle child drama johnnydepp katewinslet juliechristie marcforster,Finding Neverland
1845,175555,madea dispenses her unique form of holiday spirit on rural town when she's coaxed into helping a friend pay her daughter a surprise visit in the country for christmas. christmas comedy drama tylerperry annamariahorsford tikasumpter tylerperry,A Madea Christmas
1846,75174,an oil drilling team struggles to survive after a plane crash strands them in the wilds of alaska. hunting them is a pack of wolves that sees them as intruders. alcohol isolation wolf wilderness forest stranded alaska survival airplanecrash fear howling death animalkilling freezing animalattack campfire malecamaraderie guninmouth aftercreditsstinger barfight eatenalive eatenbyanimal action drama thriller liamneeson dermotmulroney frankgrillo joecarnahan,The Grey
1847,11096,"david callaway tries to piece together his life in the wake of his wife's suicide and has been left to raise his nine-year-old daughter, emily on his own. david is at first amused to discover that emily has created an imaginary friend named 'charlie', but it isn't long before 'charlie' develops a sinister and violent side, and as david struggles with his daughter's growing emotional problems, he comes to the frightening realisation that 'charlie' isn't just a figment of emily's imagination. house imaginaryfriend suspense lossofwife horror mystery thriller robertdeniro dakotafanning famkejanssen johnpolson",Hide and Seek
1848,8699,"it's the 1970s, and san diego super-sexist anchorman ron burgundy is the top dog in local tv, but that's all about to change when ambitious reporter veronica corningstone arrives as a new employee at his station. journalism sexism ladder panda tvshowinfilm mustache misogynist newsroom teleprompter gangwarfare aftercreditsstinger duringcreditsstinger newsspoof comedy willferrell christinaapplegate paulrudd adammckay",Anchorman: The Legend of Ron Burgundy
1849,769,"the true story of henry hill, a half-irish, half-sicilian brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a mafia family under the guidance of jimmy conway. prison basedonnovel florida 1970s massmurder irish-american drugtraffic biography basedontruestory murder organizedcrime gore mafia gangster newyorkcity extremeviolence violence brooklynnewyorkcity crimeepic tampa drama crime robertdeniro rayliotta joepesci martinscorsese",GoodFellas
1850,10923,"recruited by the u.s. government to be a special agent, nerdy teenager cody banks must get closer to cute classmate natalie in order to learn about an evil plan hatched by her father. but despite the agent persona, cody struggles with teen angst. spy cia killerrobot delinquent teenspy action frankiemuniz hilaryduff angieharmon haraldzwart",Agent Cody Banks
1851,11283,"widower cedric brown (colin firth) hires nanny mcphee (emma thompson) to care for his seven rambunctious children, who have chased away all previous nannies. taunted by simon (thomas sangster) and his siblings, nanny mcphee uses mystical powers to instill discipline. and when the children's great-aunt and benefactor, lady adelaide stitch (angela lansbury), threatens to separate the kids, the family pulls together under the guidance of nanny mcphee. lossofmother nanny education wizardry children singlefather fantasy comedy family emmathompson colinfirth kellymacdonald kirkjones",Nanny McPhee
1852,111,"after getting a green card in exchange for assassinating a cuban government official, tony montana stakes a claim on the drug trade in miami. viciously murdering anyone who stands in his way, tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through miami. but increased pressure from the police, wars with colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall. miami corruption capitalism cuba prohibition brothersisterrelationship lossofsister cocaine cultfilm bitterness action crime drama thriller alpacino stevenbauer michellepfeiffer briandepalma",Scarface
1853,11676,"advertising executive nick beame learns that his wife is sleeping with his employer. in a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when nick takes him on an involuntary joyride. soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. but it turns out that some other criminals in the area don't appreciate the competition. rapmusic infidelity securitycamera loss crook sociopath revenge artifact fword racism criminal ontheroad desert securityguard shoplifting screwball recklessdriving roadmovie buddycomedy unlikelyfriendship carjacker advertisingexecutive suv aftercreditsstinger action adventure comedy timrobbins martinlawrence johnc.mcginley steveoedekerk",Nothing to Lose
1854,746,"a dramatic history of pu yi, the last of the emperors of china, from his lofty birth and brief reign in the forbidden city, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading japanese, and finally to his obscure existence as just another peasant worker in the people's republic. buddhism japan suicide china suicideattempt warcrimes becominganadult isolation warondrugs revolution emperor arrangedmarriage manchuria dynasty reeducationcamp culturalrevolution humanexperimentation war coupd'etat teacher beijing decadence communism drama history johnlone petero'toole joanchen bernardobertolucci",The Last Emperor
1855,77866,"when his brother-in-law runs afoul of a drug lord, family man chris farraday turns to a skill he abandoned long ago – smuggling – to repay the debt. but the job goes wrong, and farraday finds himself wanted by cops, crooks and killers alike. headwound criminal securityguard contraband thriller action drama crime markwahlberg katebeckinsale benfoster baltasarkormákur",Contraband
1856,9416,"money talks is a 1997 american comedy film directed by brett ratner. sought by police and criminals, a small-time huckster makes a deal with a tv newsman for protection. prison diamant liberationofprisoners transportofprisoners interview arrest action adventure comedy christucker charliesheen heatherlocklear brettratner",Money Talks
1857,7345,"when ruthless oil prospector, daniel plainview learns of oil-rich land in california that can be bought cheaply, he moves his operation there and begins manipulating and exploiting the local landowners into selling him their property. using his young adopted son to project the image of a caring family man, plainview gains the cooperation of almost all the locals with lofty promises to build schools and cultivate the land to make their community flourish. over time, plainview's gradual accumulation of wealth and power causes his true self to surface, and he begins to slowly alienate himself from everyone in his life. brotherbrotherrelationship deaf-mute americandream fanatic pipeline petrol father stepfather oil money killer alcoholic drama danielday-lewis pauldano dillonfreasier paulthomasanderson",There Will Be Blood
1858,14317,"eliza and debbie are two sisters who don't always get along. but their relationship is put to the test when debbie's life is in danger, and eliza might have to give up her power to talk to animals.... sistersisterrelationship safari wildlife baboon chimpanzee womandirector animation adventure family laceychabert tomkane creesummer cathymalkasian",The Wild Thornberrys Movie
1859,20694,"rugrats go wild is a 2003 crossover animated film, with two animated nickelodeon television series rugrats and the wild thornberrys.the film was produced by klasky csupo and released in theaters on june 13, 2003 by paramount pictures and nickelodeon movies. it also makes this the rugrats series finale, after the show ceased production. as there are currently no further rugrats movies in production, rugrats go wild stands as the final rugrats film. it is the only nickelodeon film to be a crossover. although it is a crossover film, it is primarily a rugrats movie as the main plot focuses on the those characters.the rugrats family vacation takes an exotic detour when their boat capsizes and they become shipwrecked on a deserted tropical island. with the jungle as their new backyard, the babies reace wildly from one dangerous adventure to the next…soon to discover that someone else is on the island. it's the wild thornberrys...on an island adventure of their own! kidsandfamily animation family e.g.daily nancycartwright kathsoucie nortonvirgien",Rugrats Go Wild
1860,12277,"an afro-american organization, the b.r.o.t.h.e.r.h.o.o.d., is in permanent fight against a white organization ""the man"" defending the values of the black people in north america. when the afro-american candidate gen. warren boutwell behaves strangely in his presidential campaign, undercover brother is hired to work undercover for ""the man"" and find what happened with the potential candidate. usapresident doublelife policyandorganisations undercover intelligence partner duringcreditsstinger action comedy eddiegriffin chriskattan deniserichards malcolmd.lee",Undercover Brother
1861,9779,"four best friends (tibby, lena, carmen &amp; bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. when faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic. holiday femalefriendship jeans comingofage teenagegirl summer basedonyoungadultnovel drama comedy ambertamblyn alexisbledel americaferrera kenkwapis",The Sisterhood of the Traveling Pants
1862,2140,"liu jian, an elite chinese police officer, comes to paris to arrest a chinese drug lord. when jian is betrayed by a french officer and framed for murder, he must go into hiding and find new allies. paris prostitute drug action crime thriller jetli bridgetfonda tchékykaryo chrisnahon",Kiss of the Dragon
1863,12620,"shelley is living a carefree life until a rival gets her tossed out of the playboy mansion. with nowhere to go, fate delivers her to the sorority girls from zeta alpha zeta. unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of phi iota mu. in order to accomplish their goal, they need shelley to teach them the ways of makeup and men; at the same time, shelley needs some of what the zetas have - a sense of individuality. the combination leads all the girls to learn how to stop pretending and start being themselves. virgin nudity college costume yoga bikini party playboy jail sorority pregnancy model carwash fraternity pledge romance comedy annafaris emmastone katdennings fredwolf",The House Bunny
1864,14177,"you thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in beauty shop. comedy romance queenlatifah aliciasilverstone andiemacdowell billewoodruff",Beauty Shop
1865,198185,"in a last-ditch effort to save his career, sports agent jb bernstein (jon hamm) dreams up a wild game plan to find major league baseball’s next great pitcher from a pool of cricket players in india. he soon discovers two young men who can throw a fastball but know nothing about the game of baseball. or america. it’s an incredible and touching journey that will change them all — especially jb, who learns valuable lessons about teamwork, commitment and family. baseball sport duringcreditsstinger drama jonhamm billpaxton lakebell craiggillespie",Million Dollar Arm
1866,227156,"in a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world. dystopia blackandwhite basedonyoungadultnovel drama sciencefiction jeffbridges merylstreep brentonthwaites phillipnoyce",The Giver
1867,10735,"an american girl, daphne, heads to europe in search of the father she's never met. but instead of finding a british version of her bohemian mother, she learns the love of her mom's life is an uptight politician. the only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes daphne's life miserable. londonengland england daughter politician teenagegirl fatherdaughterrelationship americanabroad teencomedy womandirector comedy amandabynes colinfirth kellypreston denniegordon",What a Girl Wants
1868,11351,"after 23 horrifying days of gorging on human flesh, an ancient creature known as the creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. the terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual. fathersonrelationship scarecrow peasant farm immortality mythicalcreature father horror thriller raywise jonathanbreck garikayimutambirwa victorsalva",Jeepers Creepers 2
1869,10030,"cursed since childhood, dentist charlie kagan cannot find the right woman. even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. hearing of charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. but when charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets. sex aquarium nudity one-nightstand bride man-womanrelation love curse wedding dentist basedonshortstory duringcreditsstinger comedy drama romance danecook jessicaalba danfogler markhelfrich",Good Luck Chuck
1870,10623,"gang leader tony pulls off a major diamond heist with his crew, but cop-turned-criminal ling knows who has the loot and responds by kidnapping tony's daughter and holding her for ransom. unfortunately, tony's lost the diamonds as well. as he frantically searches for his daughter and the jewels, tony pairs with a high-kicking government agent who once worked with ling and seeks revenge on him. robbery diamant intelligence bankrobber thief bankrobbery financialtransactions hoodlum action crime drama jetli dmx kellyhu andrzejbartkowiak",Cradle 2 the Grave
1871,590,"""the hours"" is the story of three women searching for more potent, meaningful lives. each is alive at a different time and place, all are linked by their yearnings and their fears. their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition. londonengland suicide gay poetry aids drowning depression home wayoflife self-destruction province literature empowerment countrylife family'sdailylife senseoflife homelessness leavingone'sfamily delusion drama nicolekidman juliannemoore merylstreep stephendaldry",The Hours
1872,9655,"viola johnson is in a real jam. complications threaten her scheme to pose as her twin brother, sebastian, and take his place at a new boarding school. she falls in love with her handsome roommate, duke, who loves beautiful olivia, who has fallen for sebastian! as if that were not enough, viola's twin returns from london ahead of schedule but has no idea that his sister has already replaced him on campus. roommate twinsister sport boardingschool twinbrother mistakenidentity soccer teenager teencomedy tomboy fakeidentity disguisedvoice thebiggame comedy drama family romance amandabynes channingtatum lauraramsey andyfickman",She's the Man
1873,1268,"mr. bean wins a trip to cannes where he unwittingly separates a young boy from his father and must help the two reunite. on the way he discovers france, bicycling and true love, among other things. holiday france filmdirector chaos clumsyfellow todropbrick aftercreditsstinger family comedy rowanatkinson maxbaldry emmadecaunes stevebendelack",Mr. Bean's Holiday
1874,11237,"the blood orchid - a rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of borneo to locate and bring back samples of the legendary plant. battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home. snake expedition traitor research orchid jungle animalhorror adventure action horror sciencefiction thriller johnnymessner kadeestrickland matthewmarsden dwighth.little",Anacondas: The Hunt for the Blood Orchid
1875,190955,"two brothers, on either side of the law, face off over organized crime in brooklyn during the 1970s. thriller crime drama cliveowen billycrudup marioncotillard guillaumecanet",Blood Ties
1876,5123,"a drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents. date lossofson loveatfirstsight childlabour guitar lossofchild lover(female) loveofone'slife harmonica lie choir churchchoir rockstar cello forbiddenlove musiclover organ kiss affection music concert tenderness motherlylove children'shome deathofachild orphanage secretlove crush children fallinginlove relationship womandirector piano drama freddiehighmore kerirussell jonathanrhysmeyers kirstensheridan",August Rush
1877,4518,"the story of the ascension to the throne and the early reign of queen elizabeth the first, the endless attempts by her council to marry her off, the catholic hatred of her and her romance with lord robert dudley. duke historicalfigure treason catholic protestant drama history cateblanchett geoffreyrush christophereccleston shekharkapur",Elizabeth
1878,11932,"chucky hooks up with another murderous doll, the bridal gown-clad tiffany, for a route 66 murder spree with their unwitting hosts. route66 puppet evildoll killerdoll killertoys toycomestolife chucky horror comedy edgale jennifertilly braddourif ronnyyu",Bride of Chucky
1879,11165,"in the summer of 1941, the united states and japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""tora! tora! tora!"", named after the code words use by the lead japanese pilot to indicate they had surprised the americans, covers the days leading up to the attack on pearl harbor, which plunged america into the second world war. japan worldwarii pearlharbor soldier imperialjapan history action drama adventure war martinbalsam sôyamamura josephcotten richardfleischer",Tora! Tora! Tora!
1880,6116,"the film follows the spice girls and their entourage (mostly fictional characters) - manager clifford, his assistant deborah, filmmaker piers (who is trying to shoot a documentary on ""the real spice girls"") and others in their everyday life. pop popculture popstar adventure fantasy drama comedy music victoriabeckham melaniebrown emmabunton bobspiers",Spice World
1881,57431,"noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. he's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. when noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. to hook up with her, noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord. babysitter duringcreditsstinger comedy samrockwell jonahhill maxrecords davidgordongreen",The Sitter
1882,21724,"street dancer, thomas uncles is from the wrong side of the tracks, but his bond with the beautiful megan white might help the duo realize their dreams as they enter in the mother of all dance battles. rapmusic hip-hop action comedy music shoshanabush damonwayansjr. essenceatkins damiendantewayans",Dance Flick
1883,278,"framed in the 1940s for the double murder of his wife and her lover, upstanding banker andy dufresne begins a new life at the shawshank prison, where he puts his accounting skills to work for an amoral warden. during his long stretch in prison, dufresne comes to be admired by the other inmates -- including an older prisoner named red -- for his integrity and unquenchable sense of hope. prison corruption policebrutality prisoncell delinquent paroleboard escapefromprison wrongfulimprisonment framedformurder 1940s drama crime timrobbins morganfreeman bobgunton frankdarabont",The Shawshank Redemption
1884,9290,"after settling in the tiny australian town of walkabout creek with his significant other and his young son, mick ""crocodile"" dundee is thrown for a loop when a prestigious los angeles newspaper offers his honey a job. the family migrates back to the united states, and croc and son soon find themselves learning some lessons about american life -- many of them inadvertent crocodile trafficjam losangeles stolenpainting adventure comedy paulhogan lindakozlowski jereburns simonwincer",Crocodile Dundee in Los Angeles
1885,11543,"after bowler roy munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. that is, until he uncovers the next big thing: an amish kid named ishmael. so, the corrupt and the hopelessly naïve hit the circuit intent on settling an old score with big ern. sport handicap sexualfavor starspangledbanner bowlingteam hairloss biblicalinterpretation combover femalestripper inflatabledoll combover unlikelylovers kingpin carriage lancaster,pa comedy woodyharrelson randyquaid vanessaangel bobbyfarrelly",Kingpin
1886,284536,"literature professor jim bennett leads a secret life as a high-stakes gambler. always a risk-taker, bennett bets it all when he borrows from a gangster and offers his own life as collateral. staying one step ahead, he pits his creditor against the operator of an illicit gambling ring while garnering the attention of frank, a paternalistic loan shark. as his relationship with a student deepens, bennett must risk everything for a second chance. gambling gun professor beating gambler loanshark thriller crime drama markwahlberg johngoodman brielarson rupertwyatt",The Gambler
1887,152737,"a look at the lives of the strong-willed women of the weston family, whose paths have diverged until a family crisis brings them back to the midwest house they grew up in, and to the dysfunctional woman who raised them. suicide drugaddiction funeral dysfunctionalfamily basedonplay midwest southern bleakcomedy mentaldisorders comedy drama merylstreep juliaroberts chriscooper johnwells",August: Osage County
1888,13374,"with the help of her coach, her parents, and the boy who drives the zamboni machine, nothing can stop casey (trachtenberg) from realizing her dream to be a champion figure skater. sport figureskating teenagegirl teenmovie teenager drama comedy family michelletrachtenberg joancusack amystewart timfywell",Ice Princess
